index,Y,X1,X2,X3
888,-0.879776334,-0.881706144,-0.881713345,-0.880188411
3266,-0.891141176,-0.888673644,-0.886118873,-0.883534497
2770,-0.388616967,-0.390832755,-0.394408091,-0.396292788
4225,-0.996315775,-0.99736035,-0.998419851,-0.999182749
3125,-0.423862476,-0.437847225,-0.453291801,-0.467895812
3633,-0.948071502,-0.947605869,-0.947147063,-0.946622317
2088,-0.513729431,-0.524224034,-0.53325512,-0.543071234
285,-0.37417254,-0.333978754,-0.291977202,-0.248528753
4032,-0.987033822,-0.987015167,-0.986962367,-0.986948434
1355,-0.667269089,-0.677434092,-0.687734304,-0.69879343
2359,-0.890245664,-0.881465499,-0.871429067,-0.860469345
1347,-0.749705168,-0.759410385,-0.770213501,-0.779820124
4505,-0.657162944,-0.646325513,-0.635589282,-0.624855818
4255,-0.388386393,-0.445440827,-0.502611133,-0.56041131
977,-0.746043568,-0.765207255,-0.77660599,-0.779563877
3744,-0.944919287,-0.944750272,-0.944371723,-0.943943916
982,-0.49577547,-0.56346272,-0.627004903,-0.679821816
2745,-0.549722675,-0.573695795,-0.599004482,-0.624463271
4573,-0.770650668,-0.757533255,-0.743482893,-0.729745359
2863,-0.90439604,-0.903251749,-0.90226399,-0.901361637
2177,-0.953205526,-0.952521667,-0.951864561,-0.951160649
180,-0.800657871,-0.81221443,-0.824386506,-0.836449249
3009,-0.909303723,-0.912550785,-0.915864798,-0.919173047
2518,-0.899271104,-0.899390074,-0.899668771,-0.900143366
4789,-0.958077106,-0.957672867,-0.957385925,-0.95708796
4717,-0.904523499,-0.901226691,-0.897721485,-0.893914591
89,-0.81908835,-0.819922128,-0.823528108,-0.830425412
674,-0.905723758,-0.905713302,-0.90549795,-0.905208831
3807,-0.428802063,-0.404197869,-0.380608958,-0.357682285
831,-0.873580702,-0.871030618,-0.868555524,-0.866183541
1997,-0.90487462,-0.905193802,-0.905083319,-0.904828823
2302,-0.7081234,-0.725571807,-0.741824147,-0.757489003
2778,-0.366428802,-0.374276753,-0.382750167,-0.389393827
2008,-0.829979833,-0.839545713,-0.851051685,-0.863969197
1753,-0.66476886,-0.648826348,-0.632494717,-0.615807213
3665,-0.956246868,-0.956020387,-0.955819919,-0.955561838
1118,-0.960672406,-0.960624451,-0.960529381,-0.960444754
4460,-0.679247745,-0.702994465,-0.726552414,-0.749428701
2760,-0.330318714,-0.320470543,-0.317561044,-0.326680454
3602,-0.934494425,-0.934328101,-0.934149054,-0.934032531
2504,-0.912674298,-0.914832159,-0.916957983,-0.918940485
2676,-0.723732676,-0.714318986,-0.704938832,-0.695770905
1229,-0.806002522,-0.809104352,-0.813067234,-0.817292702
1046,-0.876071685,-0.869394779,-0.862397192,-0.855558124
3050,-0.817570289,-0.822663745,-0.82810104,-0.833526156
2759,-0.320470543,-0.317561044,-0.326680454,-0.33961103
4497,-0.588006454,-0.578162387,-0.566846185,-0.554238229
4773,-0.953932789,-0.953778947,-0.953731735,-0.953767527
526,-0.933298993,-0.932463011,-0.931601042,-0.93082608
2072,-0.650230455,-0.654911066,-0.6570134,-0.656833135
2473,-0.871228658,-0.857429892,-0.842160484,-0.826698896
1410,0.749379467,0.831141094,0.92039503,1
1384,-0.667474421,-0.697684434,-0.716662719,-0.729273082
1860,-0.964545912,-0.964634899,-0.964674812,-0.964724793
1670,-0.290031838,-0.286371824,-0.283709151,-0.282772037
1061,-0.927411787,-0.925832591,-0.92420092,-0.922397573
2768,-0.394408091,-0.396292788,-0.395896774,-0.391133849
515,-0.925155081,-0.923745075,-0.921913397,-0.919560397
488,-0.818323767,-0.818189267,-0.819563211,-0.821766316
4216,-0.99963084,-0.999420968,-0.999060662,-0.998637628
15,-0.978877849,-0.9788345,-0.978818678,-0.978775313
2835,-0.87711221,-0.873143118,-0.867867279,-0.860994448
2474,-0.882614316,-0.871228658,-0.857429892,-0.842160484
1806,-0.948954506,-0.948216662,-0.947422403,-0.946662017
384,-0.959469274,-0.959067502,-0.958613262,-0.958182838
4149,-0.838619907,-0.83350728,-0.828785199,-0.824231348
1065,-0.933095337,-0.931698674,-0.930331398,-0.928892205
3018,-0.892734265,-0.894012713,-0.895340415,-0.896753797
1705,-0.706400806,-0.697108975,-0.685867211,-0.672457643
3831,-0.823636037,-0.831036557,-0.83639463,-0.839823624
2530,-0.91759348,-0.915308006,-0.913019395,-0.910804298
1364,-0.572457715,-0.571696571,-0.576405207,-0.590237574
2373,-0.948729484,-0.94677093,-0.944570271,-0.942053446
92,-0.822200113,-0.820549232,-0.819430651,-0.81908835
4521,-0.806991247,-0.797832813,-0.789547153,-0.781993922
588,-0.817831934,-0.820158064,-0.821783972,-0.823348387
1779,-0.911025337,-0.908256394,-0.905379806,-0.902279153
1599,-0.945481089,-0.945810497,-0.946099997,-0.946300568
4014,-0.986272205,-0.986187385,-0.986048924,-0.985932425
1078,-0.94880173,-0.947926328,-0.946969175,-0.945977798
1511,-0.972965516,-0.973515159,-0.973945907,-0.974271848
1386,-0.54146807,-0.617372184,-0.667474421,-0.697684434
2825,-0.756491752,-0.735203859,-0.716346232,-0.697946583
2005,-0.863969197,-0.875606466,-0.884606215,-0.890919937
3870,-0.845778979,-0.831259633,-0.815832963,-0.801655228
4752,-0.953406158,-0.953247514,-0.953015275,-0.952722045
3057,-0.788399009,-0.79283968,-0.79711963,-0.801141311
2314,-0.457895614,-0.482945552,-0.50718189,-0.531294677
3597,-0.933767823,-0.933558944,-0.933342097,-0.93300296
3563,-0.871033109,-0.864479618,-0.857155603,-0.849626462
216,-0.707348684,-0.728463198,-0.743133062,-0.75330663
3036,-0.887410983,-0.888965108,-0.889817688,-0.890178576
1701,-0.656919474,-0.640889746,-0.62582125,-0.610154947
544,-0.943962273,-0.943535677,-0.94348825,-0.943338729
1153,-0.940920577,-0.941845797,-0.942804262,-0.943748638
256,0.650423577,0.652405552,0.655538156,0.658093787
2138,-0.859104003,-0.850403033,-0.841925856,-0.833287046
1258,-0.8543484,-0.848037988,-0.842059937,-0.836466003
2425,-0.41351038,-0.420350693,-0.425102558,-0.430536368
2428,-0.388199224,-0.397283074,-0.405136047,-0.41351038
501,-0.873806619,-0.868941023,-0.86405267,-0.859196469
4293,-0.722242209,-0.678810465,-0.633967284,-0.586753117
4387,-0.955972683,-0.955671049,-0.955381226,-0.955038654
3818,-0.725719922,-0.697620698,-0.669415996,-0.640610829
3126,-0.410964063,-0.423862476,-0.437847225,-0.453291801
621,-0.703208907,-0.703837564,-0.705407495,-0.706885941
2210,-0.967534896,-0.967361192,-0.967142247,-0.966943694
3759,-0.929874027,-0.931876137,-0.933793134,-0.935417157
4649,-0.849696328,-0.848871502,-0.848185778,-0.847499327
1782,-0.918411329,-0.916123749,-0.913636881,-0.911025337
3834,-0.792294168,-0.802897587,-0.814123217,-0.823636037
1096,-0.95688357,-0.956693433,-0.95646107,-0.956258288
4127,-0.789988519,-0.788889458,-0.789300658,-0.790845418
864,-0.855014882,-0.859254788,-0.863577157,-0.867331594
2980,-0.961878804,-0.96186818,-0.961863032,-0.961926004
4506,-0.667604384,-0.657162944,-0.646325513,-0.635589282
2443,-0.34411987,-0.346421458,-0.348094428,-0.349411512
392,-0.961427672,-0.961380596,-0.961236112,-0.961072252
1190,-0.889536683,-0.891210388,-0.892996434,-0.895011212
1482,-0.978586664,-0.978827162,-0.97904901,-0.979228113
3830,-0.831036557,-0.83639463,-0.839823624,-0.841203025
4474,-0.401825176,-0.407176744,-0.413849101,-0.423305033
680,-0.904579861,-0.904843382,-0.90504559,-0.905247744
3462,-0.785611328,-0.796046956,-0.805852149,-0.815259479
1287,-0.900684992,-0.90100181,-0.901415652,-0.902007078
3112,-0.589537013,-0.599031639,-0.609384456,-0.619211958
1379,-0.740418622,-0.733470033,-0.722489253,-0.708560694
3570,-0.89440731,-0.892188578,-0.890119737,-0.887822675
609,-0.72409495,-0.729554281,-0.733856439,-0.737922799
4605,-0.926702856,-0.92689179,-0.927133977,-0.927357553
1699,-0.62582125,-0.610154947,-0.596555398,-0.586677617
1823,-0.959400826,-0.958919717,-0.958456595,-0.957942856
1129,-0.959969521,-0.960141269,-0.960318464,-0.960440965
4863,-0.84799208,-0.84998889,-0.852340375,-0.855483794
2465,-0.72785082,-0.704022346,-0.682399446,-0.662172435
3113,-0.58170663,-0.589537013,-0.599031639,-0.609384456
4107,-0.867685094,-0.873959219,-0.880711647,-0.888279073
719,-0.9210749,-0.91911938,-0.917287784,-0.915460042
4054,-0.988287423,-0.988260634,-0.988192251,-0.988154856
358,-0.94437636,-0.943537824,-0.942614837,-0.941696747
4263,0.036480989,-0.015100494,-0.066376154,-0.117055621
1101,-0.95792839,-0.957700929,-0.957496472,-0.957267062
1832,-0.962255964,-0.962072607,-0.961826403,-0.961588137
2605,-0.971758678,-0.973121159,-0.974207488,-0.975006714
751,-0.958139717,-0.957389657,-0.956644228,-0.955857089
2732,-0.821074386,-0.829257328,-0.835300269,-0.838031505
778,-0.961992421,-0.962871545,-0.963608853,-0.964246027
1056,-0.918341196,-0.916109801,-0.913671348,-0.910920088
2782,-0.328581761,-0.343486834,-0.353057916,-0.359817738
2738,-0.727240907,-0.752359492,-0.773378483,-0.789866039
3561,-0.857155603,-0.849626462,-0.841423629,-0.83224904
3965,-0.977480801,-0.977630424,-0.977826644,-0.977993574
289,-0.5131015,-0.480919305,-0.447533634,-0.411925219
3231,-0.735447995,-0.731096051,-0.727437558,-0.724946431
3766,-0.91119743,-0.914801632,-0.917910722,-0.920472391
3762,-0.92280535,-0.925452517,-0.927780386,-0.929874027
4294,-0.762461728,-0.722242209,-0.678810465,-0.633967284
1004,0.830082673,0.873855538,0.902954375,0.898046444
3808,-0.454086729,-0.428802063,-0.404197869,-0.380608958
407,-0.956462483,-0.957029892,-0.957619282,-0.958172576
1931,-0.824391947,-0.826048797,-0.827489093,-0.828684442
992,0.240886543,0.160799235,0.078154863,-0.003884231
4777,-0.954754196,-0.954535449,-0.954330844,-0.954103311
1505,-0.97503537,-0.975212518,-0.975371723,-0.975506571
172,-0.898888547,-0.911904186,-0.924162809,-0.934851938
1264,-0.882929903,-0.879597226,-0.875949737,-0.871692017
4447,-0.929803491,-0.93769773,-0.944150861,-0.949357518
234,0.248657336,0.185503946,0.124692419,0.067531448
2371,-0.944570271,-0.942053446,-0.939308592,-0.936179921
2292,-0.820137375,-0.822636049,-0.824445656,-0.826007729
427,-0.917263789,-0.92184133,-0.926236965,-0.930108056
2263,-0.890190906,-0.895196079,-0.900170118,-0.905037676
1290,-0.899290953,-0.899911159,-0.900339979,-0.900684992
2836,-0.88010179,-0.87711221,-0.873143118,-0.867867279
4633,-0.854612965,-0.858727142,-0.863271781,-0.867568244
1263,-0.879597226,-0.875949737,-0.871692017,-0.866563553
2001,-0.895543024,-0.899200006,-0.901968211,-0.903822116
344,-0.929352517,-0.928112485,-0.926818519,-0.925562007
4855,-0.864543627,-0.864861711,-0.865314698,-0.866022732
3237,-0.765881777,-0.760128841,-0.754659717,-0.749437351
1926,-0.830338434,-0.83070805,-0.830753287,-0.830750131
3192,0.032482108,0.111116237,0.189691149,0.269980855
1261,-0.871692017,-0.866563553,-0.860684948,-0.8543484
4783,-0.956286367,-0.955979135,-0.955700706,-0.955415785
1341,-0.815109776,-0.824974146,-0.833430108,-0.840293752
984,-0.366505292,-0.428805873,-0.49577547,-0.56346272
85,-0.837477108,-0.844384241,-0.851297258,-0.858118458
2446,-0.350380296,-0.339997013,-0.340555036,-0.34411987
1650,-0.387853887,-0.39556215,-0.403119611,-0.411440794
4146,-0.824231348,-0.820649795,-0.819500668,-0.819036097
3376,-0.82469748,-0.823254688,-0.822214126,-0.821935754
2100,-0.454004834,-0.451822973,-0.448592636,-0.444452932
602,-0.755219252,-0.760926149,-0.766907323,-0.772008754
2050,-0.684708335,-0.684847308,-0.684061367,-0.683862442
3268,-0.895985423,-0.893590489,-0.891141176,-0.888673644
2235,-0.968517279,-0.968367987,-0.968230389,-0.968050594
1067,-0.935868701,-0.934464439,-0.933095337,-0.931698674
4012,-0.986048924,-0.985932425,-0.985777608,-0.98565184
3686,-0.955592514,-0.955815977,-0.95599766,-0.956226921
3160,-0.039369139,-0.12399802,-0.206152245,-0.277832934
4143,-0.819036097,-0.818466841,-0.81780536,-0.816661419
836,-0.887466769,-0.884694321,-0.881812299,-0.878990912
10,-0.97870264,-0.978685728,-0.978642323,-0.978638214
4030,-0.986962367,-0.986948434,-0.986900555,-0.986886277
258,0.639749086,0.645368276,0.650423577,0.652405552
3336,-0.953623502,-0.953895144,-0.954008471,-0.954072768
4356,-0.927267556,-0.926178305,-0.925068794,-0.92400085
3001,-0.934637193,-0.93738016,-0.940014553,-0.942457218
1714,-0.726677316,-0.725615286,-0.723460519,-0.721309636
3949,-0.981357241,-0.981471517,-0.981591198,-0.981633547
3016,-0.895340415,-0.896753797,-0.898189506,-0.899755344
3163,0.201890353,0.118058074,0.040107786,-0.039369139
3567,-0.887822675,-0.884761089,-0.880881671,-0.876286425
1185,-0.900099634,-0.902601157,-0.904940933,-0.907098337
163,-0.964021434,-0.965542135,-0.966534927,-0.967331477
3122,-0.467895812,-0.481611401,-0.496801823,-0.511902081
3935,-0.978061698,-0.977185806,-0.976249623,-0.975220384
4504,-0.646325513,-0.635589282,-0.624855818,-0.614803225
3497,-0.822879505,-0.820615713,-0.818138624,-0.814454396
4518,-0.781993922,-0.773965187,-0.765693223,-0.757574766
3651,-0.952818644,-0.952627775,-0.952490762,-0.952319822
382,-0.958613262,-0.958182838,-0.957704567,-0.957249674
3549,-0.669766401,-0.637619254,-0.609112568,-0.585724247
4234,-0.98784537,-0.989830926,-0.991508924,-0.992728409
3701,-0.951035708,-0.951489554,-0.951984953,-0.95243326
793,-0.938097119,-0.94046377,-0.942698164,-0.944734958
963,-0.63312919,-0.617318958,-0.602524574,-0.590117268
1377,-0.722489253,-0.708560694,-0.694422751,-0.680592305
854,-0.885064643,-0.887267149,-0.889354459,-0.891307671
3164,0.283270586,0.201890353,0.118058074,0.040107786
3942,-0.981428462,-0.981237097,-0.980912582,-0.980535201
100,-0.834969327,-0.833948682,-0.832452464,-0.830892647
2076,-0.613659124,-0.62382583,-0.633967028,-0.643032676
3629,-0.94611529,-0.945549654,-0.944988168,-0.94434775
1769,-0.870977283,-0.863663311,-0.855231699,-0.845373745
3214,-0.722141583,-0.72124645,-0.719017471,-0.716494551
2341,-0.572566181,-0.541874636,-0.511240342,-0.482344922
2615,-0.94755235,-0.950897351,-0.95402496,-0.956862241
1831,-0.962072607,-0.961826403,-0.961588137,-0.961288751
4117,-0.810452032,-0.814512464,-0.820058889,-0.82612909
91,-0.820549232,-0.819430651,-0.81908835,-0.819922128
2417,-0.482968805,-0.496139281,-0.508079785,-0.519328073
707,-0.900939111,-0.899642308,-0.898445096,-0.897277239
1884,-0.930911867,-0.935750253,-0.940306291,-0.944336107
4350,-0.920900275,-0.920024327,-0.919233891,-0.918590334
3084,-0.837951869,-0.845612508,-0.849912156,-0.851731064
4202,-0.994067073,-0.993949855,-0.993804434,-0.993688909
1399,0.41104652,0.342932982,0.268055393,0.187405164
3788,-0.430134516,-0.458102776,-0.486892385,-0.515727829
1920,-0.832348775,-0.832712941,-0.833123717,-0.833562761
3539,-0.40843826,-0.385021314,-0.366082561,-0.349250815
3496,-0.820615713,-0.818138624,-0.814454396,-0.809214007
2145,-0.906897544,-0.902501032,-0.897447861,-0.891496147
4348,-0.919233891,-0.918590334,-0.918020969,-0.917641415
4510,-0.70812584,-0.69776016,-0.687533588,-0.677552998
749,-0.956644228,-0.955857089,-0.955100115,-0.954300354
2906,-0.948743348,-0.94838259,-0.94798844,-0.947619241
4095,-0.946630336,-0.950939433,-0.954723965,-0.958020012
1419,0.042315659,0.129090311,0.214284644,0.293455087
4292,-0.678810465,-0.633967284,-0.586753117,-0.536157437
2872,-0.917721669,-0.916115015,-0.91449992,-0.912931601
4189,-0.991942715,-0.991649514,-0.991394935,-0.991094699
3963,-0.977826644,-0.977993574,-0.978208857,-0.978403689
2584,-0.975495686,-0.975209881,-0.974878613,-0.974566905
2399,-0.744074815,-0.763144137,-0.780640086,-0.796280285
1618,-0.926708946,-0.930790903,-0.933994052,-0.936282761
4824,-0.944149768,-0.945933357,-0.947535831,-0.949068295
2095,-0.438125634,-0.442197472,-0.451383387,-0.463305325
154,-0.965180358,-0.963491208,-0.961479749,-0.959223821
269,0.216495017,0.237236664,0.264638418,0.299363929
2820,-0.662914132,-0.645489888,-0.626675045,-0.606084276
766,-0.965124348,-0.964928037,-0.964660481,-0.964388064
4491,-0.509945616,-0.495281606,-0.484101519,-0.47609665
4796,-0.960426146,-0.960217501,-0.95994034,-0.959648173
1637,-0.631692035,-0.659998941,-0.684946967,-0.706966152
978,-0.718694146,-0.746043568,-0.765207255,-0.77660599
2081,-0.586489732,-0.593400404,-0.598992896,-0.603792547
4810,-0.959889137,-0.960370869,-0.960716228,-0.961023159
4439,-0.962233712,-0.963481367,-0.964801161,-0.965879908
553,-0.942638038,-0.944373905,-0.945608708,-0.946307107
3500,-0.826038546,-0.826473824,-0.825084759,-0.822879505
2489,-0.927034089,-0.926617295,-0.926188308,-0.925759337
3796,-0.240173885,-0.249547543,-0.270860328,-0.298144294
1108,-0.959236821,-0.959068021,-0.958869215,-0.958702057
1761,-0.779211521,-0.765791549,-0.752109816,-0.738522304
1646,-0.420904959,-0.431029384,-0.441992976,-0.457435677
573,-0.85280003,-0.857845421,-0.862609954,-0.867195308
804,-0.903796566,-0.907281419,-0.910726245,-0.914157434
4053,-0.988260634,-0.988192251,-0.988154856,-0.988075769
4119,-0.804563042,-0.80732277,-0.810452032,-0.814512464
2534,-0.926693778,-0.924501494,-0.922218772,-0.919932461
3490,-0.787573284,-0.778597871,-0.77010937,-0.762418737
1686,-0.44780143,-0.430922859,-0.412572268,-0.392284301
3614,-0.937676893,-0.937347458,-0.936981318,-0.93667111
3420,-0.810151463,-0.812911657,-0.816244817,-0.820372411
1828,-0.961288751,-0.960991019,-0.960628726,-0.960264515
1982,-0.92224712,-0.923627364,-0.924823733,-0.925839529
3903,-0.966334215,-0.966754227,-0.967183083,-0.967513804
1537,-0.882805556,-0.88720917,-0.891665157,-0.896118613
4647,-0.848185778,-0.847499327,-0.846845259,-0.846249873
44,-0.978983301,-0.979161412,-0.979292029,-0.979440867
3276,-0.915109663,-0.912789349,-0.910350213,-0.907896079
4201,-0.993949855,-0.993804434,-0.993688909,-0.993548481
4452,-0.852702604,-0.871668791,-0.890268435,-0.906602886
4106,-0.873959219,-0.880711647,-0.888279073,-0.896599438
4813,-0.958055418,-0.958736116,-0.959359258,-0.959889137
4213,-0.998637628,-0.998136571,-0.997632853,-0.997061755
4118,-0.80732277,-0.810452032,-0.814512464,-0.820058889
3443,-0.864959536,-0.8597143,-0.854081001,-0.847839441
4081,-0.982625738,-0.983976849,-0.985076542,-0.985884607
3576,-0.909570606,-0.907309488,-0.904860854,-0.902316582
4050,-0.988075769,-0.988030349,-0.987949574,-0.987901318
791,-0.942698164,-0.944734958,-0.946661706,-0.948434478
303,-0.851470569,-0.84049572,-0.828322021,-0.814917311
2624,-0.899484674,-0.907026369,-0.914070751,-0.920613499
2382,-0.930986155,-0.937860633,-0.942775929,-0.946209884
4554,-0.640387217,-0.652158999,-0.663530134,-0.674755552
348,-0.934250039,-0.933070881,-0.93182955,-0.930613448
1738,-0.535648563,-0.542522832,-0.549815616,-0.557379253
731,-0.940422207,-0.939234073,-0.938032907,-0.936740331
2621,-0.920613499,-0.926441643,-0.931587296,-0.936077586
3880,-0.955991784,-0.951185775,-0.945304686,-0.938269435
2908,-0.949511408,-0.949140911,-0.948743348,-0.94838259
29,-0.97962377,-0.979551883,-0.979504792,-0.979413532
2959,-0.963435274,-0.963557751,-0.963705793,-0.963804043
3856,-0.642896775,-0.631477406,-0.620799421,-0.611972575
4689,-0.824965487,-0.827274211,-0.829681801,-0.832075884
4702,-0.847940302,-0.844176374,-0.840514103,-0.837090815
1685,-0.430922859,-0.412572268,-0.392284301,-0.36966402
1365,-0.575505348,-0.572457715,-0.571696571,-0.576405207
2228,-0.967695498,-0.967710446,-0.967729251,-0.96779335
3886,-0.968545695,-0.967532278,-0.966358909,-0.964802938
740,-0.949328364,-0.948473833,-0.947567601,-0.946670512
4694,-0.824096798,-0.822610929,-0.821748671,-0.821812697
238,0.541216074,0.463693997,0.386069457,0.314947415
1145,-0.948750418,-0.949797371,-0.950904214,-0.951985234
3670,-0.956963378,-0.956860951,-0.956719593,-0.95659867
1541,-0.869803776,-0.871868721,-0.874779857,-0.87848031
3610,-0.936367143,-0.936131724,-0.935883091,-0.935663807
2528,-0.913019395,-0.910804298,-0.908638072,-0.906621537
3382,-0.839447561,-0.836250218,-0.833361403,-0.830813347
878,-0.870851248,-0.869295498,-0.867345865,-0.865351027
4368,-0.943156421,-0.941823249,-0.940410984,-0.939003545
2508,-0.90604081,-0.907454722,-0.909032658,-0.910791975
2355,-0.849605021,-0.838907374,-0.827053796,-0.813605777
4671,-0.871699179,-0.873908804,-0.875708788,-0.876862563
2487,-0.926188308,-0.925759337,-0.925245189,-0.924551008
1664,-0.27201822,-0.262908878,-0.2553771,-0.252217648
4459,-0.702994465,-0.726552414,-0.749428701,-0.771097654
199,-0.733423741,-0.727061233,-0.720079971,-0.712755473
2574,-0.971836359,-0.971393127,-0.970925096,-0.970494542
4681,-0.84425176,-0.847085798,-0.850110201,-0.853248024
2196,-0.962933123,-0.962507044,-0.962040906,-0.961604296
422,-0.936237911,-0.938781342,-0.941037069,-0.943099552
2345,-0.688559233,-0.662415447,-0.633674033,-0.60330731
2590,-0.977051153,-0.976865348,-0.976612081,-0.976367862
980,-0.627004903,-0.679821816,-0.718694146,-0.746043568
3302,-0.946468632,-0.945826567,-0.94511699,-0.944410402
4299,-0.877260333,-0.863849501,-0.846884212,-0.825059095
3407,-0.86936787,-0.873283688,-0.876627758,-0.879188454
743,-0.95189424,-0.951043319,-0.950212014,-0.949328364
957,-0.593607224,-0.608274335,-0.623130133,-0.63793162
925,-0.76107354,-0.749141249,-0.736838589,-0.724617465
1125,-0.960571766,-0.960644295,-0.960721781,-0.960742743
1405,0.844694423,0.769424707,0.69268066,0.615899063
3861,-0.708175508,-0.693887146,-0.680568952,-0.667719842
3351,-0.921324434,-0.925874326,-0.929957958,-0.933507119
3891,-0.96899992,-0.969185222,-0.969400069,-0.9694429
4305,-0.913188981,-0.910706365,-0.907490634,-0.902803492
4871,-0.820952992,-0.825731624,-0.830301142,-0.834355579
1049,-0.893801749,-0.888219183,-0.882334582,-0.876071685
3315,-0.952431717,-0.952138736,-0.951851543,-0.951498962
3110,-0.609384456,-0.619211958,-0.626504272,-0.630180939
4684,-0.836784181,-0.839139685,-0.841589384,-0.84425176
2401,-0.702665575,-0.723639327,-0.744074815,-0.763144137
4470,-0.441229119,-0.466277653,-0.491397657,-0.515991934
444,-0.837949164,-0.84181351,-0.845704425,-0.849734849
4780,-0.955415785,-0.955191982,-0.95494923,-0.954754196
799,-0.920710993,-0.923836301,-0.92693545,-0.92993782
592,-0.799899825,-0.805081712,-0.810143226,-0.814554468
3503,-0.812413987,-0.819311092,-0.823894357,-0.826038546
1968,-0.921161104,-0.919496649,-0.917426358,-0.915191829
4048,-0.987949574,-0.987901318,-0.98781471,-0.98776041
3883,-0.964802938,-0.962640991,-0.95978603,-0.955991784
1075,-0.945977798,-0.944881632,-0.943738133,-0.942488964
1135,-0.958026612,-0.958490212,-0.95890632,-0.959224416
3502,-0.819311092,-0.823894357,-0.826038546,-0.826473824
4851,-0.867400612,-0.869563252,-0.871754193,-0.873892488
2495,-0.926460862,-0.926740636,-0.926889735,-0.927019341
3472,-0.687728878,-0.692674951,-0.69852612,-0.707325405
1477,-0.979619678,-0.979939039,-0.980275307,-0.980685553
622,-0.703131168,-0.703208907,-0.703837564,-0.705407495
4170,-0.958762515,-0.953439097,-0.947672916,-0.941491708
2108,-0.498341614,-0.48805292,-0.477894981,-0.468246358
3852,-0.609468954,-0.615516556,-0.62265218,-0.630618571
2321,-0.292552638,-0.304775508,-0.322846456,-0.34665423
1898,-0.86012277,-0.864833175,-0.869672625,-0.874772968
4795,-0.960217501,-0.95994034,-0.959648173,-0.959256792
525,-0.932463011,-0.931601042,-0.93082608,-0.929974384
2888,-0.939777223,-0.938973453,-0.938057927,-0.937081575
4373,-0.948752682,-0.947807581,-0.946802303,-0.945660995
4806,-0.961245059,-0.961424088,-0.96145045,-0.961476659
3981,-0.978190883,-0.977895012,-0.977658334,-0.977418377
68,-0.947395543,-0.953995223,-0.960011858,-0.964979001
1239,-0.782238995,-0.782596799,-0.78397662,-0.786573221
1912,-0.836057267,-0.836558396,-0.836715468,-0.836617588
1611,-0.939389487,-0.94019177,-0.941390893,-0.942489916
3180,0.909165305,0.953970085,0.959855411,0.951661074
4351,-0.921895588,-0.920900275,-0.920024327,-0.919233891
127,-0.832193899,-0.827637919,-0.823336875,-0.819451591
3740,-0.943442347,-0.942957876,-0.942423798,-0.941988315
4754,-0.953720798,-0.953597744,-0.953406158,-0.953247514
452,-0.83536286,-0.833279892,-0.831563907,-0.830437035
419,-0.943099552,-0.944932436,-0.946597718,-0.948011634
3364,-0.849566404,-0.854509404,-0.860033546,-0.86602122
4101,-0.911696243,-0.918608301,-0.925052231,-0.930855121
3672,-0.957140803,-0.95709023,-0.956963378,-0.956860951
4465,-0.56359298,-0.586635333,-0.609511399,-0.632414639
1194,-0.884613011,-0.885593638,-0.886696388,-0.88803692
2059,-0.665441184,-0.666882136,-0.669643794,-0.673831481
1493,-0.97690737,-0.977044623,-0.977190892,-0.97732764
2139,-0.868040364,-0.859104003,-0.850403033,-0.841925856
95,-0.82774326,-0.825969678,-0.824090158,-0.822200113
2048,-0.684061367,-0.683862442,-0.682590543,-0.681347154
4770,-0.953767527,-0.953953106,-0.954095283,-0.954244404
1178,-0.914465967,-0.916219237,-0.917924254,-0.919614221
2846,-0.893461514,-0.893145594,-0.892732356,-0.892111368
2974,-0.962094774,-0.962171,-0.962209312,-0.962284239
2674,-0.704938832,-0.695770905,-0.686709111,-0.677576966
710,-0.905209214,-0.903713765,-0.902267127,-0.900939111
2484,-0.924551008,-0.923805435,-0.92259582,-0.920870808
1336,-0.853193353,-0.859341586,-0.864445413,-0.868789467
3158,-0.206152245,-0.277832934,-0.338590579,-0.388121146
509,-0.909344179,-0.904933078,-0.900431829,-0.896006068
2887,-0.938973453,-0.938057927,-0.937081575,-0.935966303
4198,-0.993548481,-0.993451811,-0.99330207,-0.993170707
2094,-0.442197472,-0.451383387,-0.463305325,-0.477629295
639,-0.74000263,-0.732192081,-0.724766996,-0.718618137
2535,-0.928883844,-0.926693778,-0.924501494,-0.922218772
4033,-0.987087861,-0.987033822,-0.987015167,-0.986962367
1222,-0.835081859,-0.83911671,-0.842943594,-0.846460029
3473,-0.683248562,-0.687728878,-0.692674951,-0.69852612
351,-0.937644712,-0.936542529,-0.935432227,-0.934250039
4662,-0.875019505,-0.873714085,-0.872144532,-0.8705255
3250,-0.84026912,-0.834761991,-0.829024008,-0.823223631
2365,-0.92512684,-0.920486777,-0.915442557,-0.910069537
3565,-0.880881671,-0.876286425,-0.871033109,-0.864479618
2941,-0.963205956,-0.962990849,-0.962780603,-0.962506306
661,-0.893186032,-0.889677611,-0.885419425,-0.88013609
3524,-0.355829053,-0.378286202,-0.399664116,-0.420301622
4289,-0.536157437,-0.48237912,-0.428257974,-0.37561988
40,-0.979545904,-0.979669595,-0.979736862,-0.979806947
4676,-0.859479347,-0.862228046,-0.864719374,-0.867100193
813,-0.875287247,-0.878108326,-0.88105103,-0.884032832
1126,-0.960440965,-0.960571766,-0.960644295,-0.960721781
1276,-0.912340104,-0.913301578,-0.913558189,-0.913030811
