,Y,X1,X2,X3,X4
910,-0.07580451765158747,-0.11373792762723622,-0.1272803816907414,-0.0878224196225803,-0.09479377838082303
1121,-0.10530546170159938,-0.10531489783382408,-0.10536536620930481,-0.10536920558311735,-0.1052761703137548
803,-0.10567520904214078,-0.10544990793719466,-0.10502386425060284,-0.1054043157204555,-0.1055535922815487
2970,-0.10544337650393809,-0.10522111175619453,-0.1053279734152589,-0.10543093137998072,-0.10530130280190353
372,-0.10531612839529114,-0.10538834508747141,-0.10536457339453864,-0.10524276099829455,-0.10536619072966524
3449,-0.10493480269348276,-0.1058382794158822,-0.10559991252937395,-0.10493504905694495,-0.10614380637228049
379,-0.1053258295560422,-0.10537323085963346,-0.10531716456786211,-0.10531377875770842,-0.10534494429369567
1128,-0.10533095433919293,-0.10528483417961221,-0.10538962744681968,-0.10534784987586399,-0.10530523535839653
3184,-0.14333962676256928,-0.26807248402743056,0.019150456832944807,0.016792499842406272,-0.30530476873487955
2239,-0.1053384688643707,-0.10518144375858429,-0.10538129670259688,-0.10550198162067015,-0.10525250689271703
2391,-0.10882240846028479,-0.11746462494200482,-0.09802852966018749,-0.09950264418774446,-0.11257359099274489
3227,-0.11209067361016078,-0.11434640400840579,-0.09435719977910473,-0.1010250795278963,-0.11725571938371404
1254,-0.10591118193267068,-0.09660693388610697,-0.10893623496313698,-0.11410885703294427,-0.09683858852849547
1043,-0.10521682633463159,-0.10482904974134255,-0.10525956758957056,-0.10539878164920913,-0.1052337050052311
2715,-0.09109344872358882,-0.11223897507152436,-0.11762641326888879,-0.09183517401354113,-0.09811282519543618
3089,-0.1206152135159555,-0.11073578965148978,-0.09242866497590574,-0.10575137443458005,-0.11489720270369885
1803,-0.10530659165476519,-0.10525922590620962,-0.10534183963692267,-0.10543342448979498,-0.10530112805806147
3217,-0.10285053231455288,-0.11059895472977976,-0.10606075325835251,-0.10177059514701181,-0.10412591022693429
529,-0.10460788812835853,-0.10417951354547095,-0.10642440122347818,-0.10586300722270525,-0.10413728171570946
3655,-0.10543815742203111,-0.10533253140968957,-0.10521131880702606,-0.10544185395883632,-0.1053925243626751
327,-0.10528370158239642,-0.10503736769059124,-0.10548254026289183,-0.10555914794153398,-0.10493713264962645
1966,-0.10598665389114659,-0.10561494108824354,-0.10440906302865005,-0.10532543684364204,-0.1065562254057747
864,-0.10717103584149978,-0.08715912856672547,-0.11196751929557147,-0.11926648283271268,-0.09316943514364706
1226,-0.10170613117507854,-0.1100070652954086,-0.10626474069621039,-0.09963097250626052,-0.1078461839833158
578,-0.09770606243252233,-0.10317222094085143,-0.11372947203093531,-0.10136648721106378,-0.09983213395782153
3377,-0.106655979393395,-0.10541286475485168,-0.10370167952015796,-0.10617956339831847,-0.10676157914480822
1841,-0.10528888989826601,-0.1053381262788311,-0.10537883291327621,-0.10534564124911183,-0.10526742450817961
4160,-0.10801219819753849,-0.10764473283834464,-0.10026835318281146,-0.1050623404883142,-0.11205226158634962
848,-0.10802559589997207,-0.1075928137572646,-0.10288578501751955,-0.10460776314425835,-0.10736382197938787
707,-0.10580653281501629,-0.10498813484810066,-0.10495169206822308,-0.10597430320400647,-0.10545096479772964
4367,-0.10517355429786757,-0.10550375446921056,-0.10542772205552131,-0.10515686905334287,-0.10530930466099908
4043,-0.1054098986876153,-0.10543756612033306,-0.1052333345722195,-0.10532066938435036,-0.10542686741338014
1655,-0.16990290574415667,-0.12451436210077804,-0.034473368438157626,-0.11392445949213781,-0.1739061724937786
4604,-0.10623124309984733,-0.10443166426828743,-0.10500120483697484,-0.10636199065714513,-0.10505460551154855
1129,-0.10538429633797164,-0.10533095433919293,-0.10528483417961221,-0.10538962744681968,-0.10534784987586399
4393,-0.10544698048204482,-0.10532530048689948,-0.10520984410684409,-0.10543495355704569,-0.10539831100793018
1181,-0.10626884325196628,-0.1076739840694404,-0.10347094169586202,-0.10421720089772724,-0.10744091128731659
4025,-0.10532680868764466,-0.10538807228216618,-0.10533187101109764,-0.10531412855858013,-0.10534336356654161
3005,-0.1063249898737173,-0.106657181507402,-0.10393488740021217,-0.10485730010631367,-0.106734621765047
2081,-0.11258726897998861,-0.12300005595776764,-0.08940822995414233,-0.09145448997209193,-0.13092070821143875
713,-0.1051840979861215,-0.10514538324598266,-0.10565058905227176,-0.10544897464001879,-0.10487104169907235
2812,-0.09165608322321028,-0.06778891864618108,-0.14287710352177474,-0.1305852740064578,-0.05042171949972163
585,-0.10306181574594453,-0.1012331101109184,-0.11120375556062079,-0.10595183900325966,-0.0980947300092162
3505,-0.11663425872146882,-0.10136526122969203,-0.09750132304736558,-0.11206083819918145,-0.10983695305236751
3663,-0.10540754527081353,-0.10538406362452057,-0.10526257851712828,-0.10532950934061058,-0.1054081636388764
1660,-0.0475781936870201,-0.12489560817118317,-0.15664885657880878,-0.05946865238382937,-0.06447503527894338
2454,-0.05658550747739999,-0.11373107352645273,-0.15728763255444322,-0.06783033439240804,-0.06737337951894229
671,-0.10529121296581756,-0.10529484829358604,-0.10518020766583358,-0.10560413650453349,-0.10561679018791259
2281,-0.1067585901781739,-0.10557298763178435,-0.10442473960178211,-0.10544625800941754,-0.10558385939927106
3036,-0.10725919308652698,-0.10510276772590355,-0.10400168304348312,-0.10621996202833539,-0.10606536555538304
1464,-0.10494901397463885,-0.10683354379582521,-0.10489195115191452,-0.10386130428356544,-0.10663141678311883
3563,-0.10573773815547904,-0.10272368647606334,-0.10639481389893823,-0.10873485245004444,-0.10206518470197501
901,-0.11502622216171687,-0.09407765629458154,-0.10361283433820634,-0.11499566415628704,-0.10115689098237346
1671,-0.0676107879333242,-0.047935402286312545,-0.16916643348591043,-0.12957621580366974,-0.033002776761466235
896,-0.10104629349873884,-0.11139532726477985,-0.10413634878888067,-0.10063438751760279,-0.10972071786342619
1008,-0.07486461822057844,-0.10458955314818164,-0.14392061889883223,-0.08573906034469825,-0.06671335616999963
845,-0.10460776314425835,-0.10736382197938787,-0.10479382854897701,-0.10383945406270523,-0.10683784973404464
3310,-0.10537785977684766,-0.10540664395576249,-0.10528460633275438,-0.10526609427110534,-0.1054365390304518
516,-0.10679952105191282,-0.10465749541450264,-0.10440423386011,-0.10650838941116214,-0.10575281576998108
472,-0.10691626996292825,-0.10491042510699555,-0.10450516758444217,-0.10610178180840679,-0.10553556461417302
1640,-0.1484528336080323,-0.03730925240441929,-0.09749678417923213,-0.16667474823167905,-0.08398182851557501
1960,-0.10416345218316592,-0.10635257999502656,-0.10621997731387423,-0.10391860428630328,-0.1050767407307398
3645,-0.10540045533520814,-0.10536205569224999,-0.10527149473026864,-0.1053897434226514,-0.10536139882954576
2859,-0.1052727167545261,-0.10536891055911113,-0.1053098229755004,-0.10525193039175074,-0.10537020992580926
1517,-0.10515160644430321,-0.10573030677259931,-0.10541711062305559,-0.10503531395682641,-0.10543074671343466
290,-0.10916000129277026,-0.10254966964338574,-0.10001379960803092,-0.11196076488724283,-0.10982621494299927
3523,-0.11379084298541497,-0.1971027447504986,-0.05589799551323371,-0.05236429075720095,-0.170800600695442
690,-0.10591589727073991,-0.10529280731738455,-0.10485464465599925,-0.10561111725842842,-0.10569711195964937
1164,-0.10573949491891255,-0.10577481919936715,-0.10478664260551407,-0.10519193308575259,-0.1059164088618626
2179,-0.10533707506106016,-0.1055191525992516,-0.1052374253045869,-0.10521111939419048,-0.10546935737062435
4452,-0.09887059613865201,-0.10959620265239356,-0.10790542701309092,-0.10021398030485196,-0.10624182896499568
2387,-0.11257359099274489,-0.10652623997893984,-0.10027404173082444,-0.10619957651455625,-0.1080202791070507
1874,-0.10492211850712496,-0.10575553085227762,-0.10556875216210582,-0.10494502593082344,-0.1053488095362084
3395,-0.10475621762897092,-0.10474639855186774,-0.10616376054164123,-0.10553784971709179,-0.10473852688885077
254,0.08389158305965805,-0.15905054644700622,-0.26395076212185276,0.033926013571608404,-0.024902073761081334
2604,-0.10520016690810696,-0.10560986874278111,-0.1054176829498209,-0.10506967253582833,-0.10542384945113115
224,-0.1404953112548789,-0.07658779398883575,-0.09216218162990741,-0.13432696822793455,-0.10391568745129953
211,-0.1080990036056434,-0.11056143980772593,-0.10225138437102754,-0.10488066106213112,-0.10552523373842615
2876,-0.10525205701662832,-0.10542393954851359,-0.10540489278180432,-0.10518886846661213,-0.10536917154055292
1612,-0.10352459599983233,-0.1026133919669373,-0.10796311932949132,-0.10596232489957091,-0.10293396620402562
4813,-0.10485263800185529,-0.10530011112932713,-0.10583761376219969,-0.1050936808399956,-0.10500940594490338
3058,-0.09652309718120533,-0.11731277915849125,-0.10840137126235205,-0.09301175274623541,-0.1083384864987903
2826,-0.10668661514645439,-0.09892713978404954,-0.10810996656127136,-0.1105418099114377,-0.09762167809471867
2951,-0.10541080807084469,-0.10538897494149935,-0.10522948620103667,-0.10537341601033101,-0.10541218994722068
2122,-0.10379667308725204,-0.0959707536659209,-0.11138361109864414,-0.11393668455771577,-0.09565861691673438
1365,-0.0517294479980428,-0.07279293434781897,-0.17761851992639788,-0.10210383696603742,-0.03267900463851514
3257,-0.10530715330922191,-0.1055380200032826,-0.10521299612951107,-0.10527943603947076,-0.10551135775765752
2521,-0.10556528837796497,-0.10520733449464037,-0.10513512290714,-0.10562972578050611,-0.10519539093521157
2093,-0.09080376887351449,-0.1084040991362959,-0.11483475693384138,-0.10086961224193425,-0.09837977093164751
4490,-0.10220837044642161,-0.10295157103862962,-0.10693315010035143,-0.10153638456295544,-0.1082499425554897
861,-0.11926648283271268,-0.09316943514364706,-0.09867504376851755,-0.11918176617886533,-0.1049354506146829
4053,-0.10556302558265218,-0.10531437395595356,-0.1051326516979626,-0.10548529542860474,-0.10545176603284079
2595,-0.10533075570039308,-0.10521423504168281,-0.10536856656758231,-0.10543631984786672,-0.10526186949322547
4786,-0.10531690313025532,-0.10668086393505305,-0.10472409144552763,-0.10424321849414608,-0.10653893451332863
2753,-0.06660342211884174,-0.17953138686854409,-0.10598569363507748,-0.032550415469394856,-0.13920433339189286
4427,-0.1059123422012791,-0.1058459035441961,-0.10458929375654624,-0.10521665316980555,-0.10603320582296072
2439,-0.12389759721559446,-0.1257481279985344,-0.08915370717392157,-0.09635322017970749,-0.11114056227224756
44,-0.10539526890464024,-0.10548621408538583,-0.10525559161495757,-0.10524497135390443,-0.10546202095693968
3422,-0.09681429458002289,-0.10979660180209572,-0.11111401719485958,-0.09864298396588589,-0.10329294867138816
1794,-0.10521746804718302,-0.10552066197643717,-0.10546147974366282,-0.10505170437216482,-0.10533558257953612
4554,-0.0866090474182103,-0.12535603230451564,-0.11375294806568614,-0.08392113565608517,-0.10775249350267191
76,-0.09572518467328217,-0.10772690264023954,-0.11204086172277106,-0.10091029544981034,-0.10227360329729995
957,-0.049650753711959705,-0.13524907166118738,-0.14272661348553917,-0.06120681897380165,-0.09303345626201098
1795,-0.10522193093779098,-0.10521746804718302,-0.10552066197643717,-0.10546147974366282,-0.10505170437216482
4522,-0.10924340218039497,-0.10517204735072916,-0.1018974719514304,-0.10757908210609468,-0.10701899145579896
661,-0.10651909141112692,-0.10647680254077008,-0.10334196090484826,-0.10510663289777111,-0.10810536280479921
4392,-0.10532530048689948,-0.10520984410684409,-0.10543495355704569,-0.10539831100793018,-0.10523331983816231
1115,-0.10537410662082736,-0.10531520651747683,-0.10529994516747954,-0.1054128735194142,-0.10531218694844446
550,-0.10565730360198045,-0.10266384218333402,-0.10651061325747324,-0.10772064120780933,-0.10290280123651219
4515,-0.11080766184147395,-0.1009203266937636,-0.1004689334733232,-0.1143325328315119,-0.10684392143016785
450,-0.10833654051357922,-0.10442829902002748,-0.10226662901518102,-0.10777282208512395,-0.1075373491361199
2581,-0.10534894987401178,-0.10533519955545145,-0.10529969777976622,-0.10537397296228501,-0.1053464633640877
598,-0.10092665383584654,-0.10034470729484424,-0.11233721620846238,-0.10661009399630295,-0.09782900924922067
2312,-0.10310200169343708,-0.07902985008598906,-0.11714285386380985,-0.12258695929287289,-0.09029918848071206
467,-0.10471077961723296,-0.105492609607582,-0.10579691064396402,-0.1053019846873291,-0.10507737161304864
781,-0.10539278942484698,-0.105380676072656,-0.10530871265072894,-0.10535976150334536,-0.1053223731575249
3383,-0.1055252891845071,-0.10455846592952966,-0.10550172960844384,-0.10620665466881773,-0.10452810780232058
1720,-0.09632990697676391,-0.11462344706720606,-0.10860959647777091,-0.09525397237343769,-0.10661250605581274
1591,-0.10444302908037262,-0.10701224743258153,-0.1052663583419573,-0.10334365431559189,-0.1062809693305734
1661,-0.11255542360165371,-0.0475781936870201,-0.12489560817118317,-0.15664885657880878,-0.05946865238382937
1622,-0.09886689048368924,-0.10390920738608955,-0.11294149220218497,-0.10392758595789775,-0.099711590889909
322,-0.10527903924216109,-0.10578828767293924,-0.10511753102796295,-0.10485647146448807,-0.10577223261716007
4725,-0.10538651987822922,-0.10549770652404578,-0.10524767211753672,-0.10528031020369621,-0.10540010907614417
949,-0.12962704270217906,-0.12227887428346162,-0.07717325133189579,-0.104397899580427,-0.12793371192783798
4483,-0.09885724046371658,-0.12508356063299753,-0.10433943537775314,-0.07960301572690065,-0.11875177542657356
3900,-0.10395048760584358,-0.10556119785825457,-0.10671914639880298,-0.10480335444635458,-0.10398695270084479
1093,-0.10517383661698532,-0.1054521048451097,-0.10541159342331674,-0.10521666183341749,-0.1052960787075291
2949,-0.10522948620103667,-0.10537341601033101,-0.10541218994722068,-0.10529434125534332,-0.10528234062425412
3772,-0.10854054600663066,-0.11470733273220202,-0.09957355587175098,-0.10065995973731989,-0.11184773121201885
15,-0.10538128341937714,-0.1053348320377524,-0.10528715765071117,-0.10539999462355187,-0.10534843403890226
932,-0.10994328721062796,-0.10579462152845054,-0.10089177441538089,-0.10815907482725451,-0.10785307593336602
3619,-0.1051940223548028,-0.10556993725761765,-0.10531557665199165,-0.10516799724709036,-0.10543370296965837
3488,-0.10745034867215475,-0.1004778081396287,-0.10487900832948394,-0.11221007323088283,-0.10237233931602518
2691,-0.10106239642306047,-0.10415384159563679,-0.11059544466707816,-0.104445712311668,-0.1004446424917127
3400,-0.10691539798530691,-0.1059562080759987,-0.10377574592790473,-0.10545793456573638,-0.10661846698364341
1078,-0.10539101987924937,-0.10528606600174506,-0.10531190823110648,-0.10541010065455558,-0.10531984723361054
3404,-0.10561755356847768,-0.10755548962406158,-0.10429170200164284,-0.10386759831401493,-0.10691539798530691
10,-0.10528285940666493,-0.1053618169904198,-0.10541994299135149,-0.10523800679825002,-0.1053293303906151
395,-0.10527734519946208,-0.1053536290603011,-0.10535749646134351,-0.10533494451939995,-0.10530623084559243
4254,-0.09988468481212487,-0.1271761023610012,-0.09712896977077723,-0.09288202049821492,-0.1183120217362501
2615,-0.10446830547550878,-0.10518776447375944,-0.10611651479544226,-0.10519707968777026,-0.10479031065734479
3727,-0.10587538936514473,-0.10502526159291237,-0.10493079122665971,-0.10572027191525313,-0.10559798883827731
2069,-0.11458522808670268,-0.07735392620880832,-0.10736513427067407,-0.13281532805956797,-0.09168179397168419
3302,-0.1054154669083609,-0.10524710368412882,-0.10533459077721796,-0.10540928182785902,-0.1053153257430568
2160,-0.10544066670427144,-0.1050699892523016,-0.10535534826133897,-0.10556421533651739,-0.105234790607182
1050,-0.10523757302578052,-0.10516784668982859,-0.10557548699007191,-0.10540777917100508,-0.10498482591770675
3796,-0.172720087190121,-0.1923105064283891,0.004497561067503764,-0.07275484082830974,-0.22057307030518236
315,-0.1052803645157615,-0.10587489153052332,-0.10502529649812331,-0.10482770878424208,-0.10575763546341888
2647,-0.1048597094072019,-0.09923557223615764,-0.10852043774745446,-0.10762117569451524,-0.10050917388756653
594,-0.09782900924922067,-0.10792026673622979,-0.11084247183424756,-0.09942859615782484,-0.1043469231122609
2117,-0.09780650409104952,-0.11823804391419646,-0.11089609828631153,-0.08963067442083783,-0.10429520020031868
1930,-0.11017449483522734,-0.09994050379107378,-0.10362203417336446,-0.11083864494676654,-0.10446651345649416
4207,-0.10581148113722527,-0.10490031690816581,-0.10494613495728089,-0.10592717865572554,-0.10538865165716382
1549,-0.10501425682991794,-0.10518415060089303,-0.10574039326178475,-0.10527850527891414,-0.10466383455391581
1759,-0.10351626680971326,-0.10651804612639226,-0.10744988967374769,-0.10226614057575412,-0.10410454324952312
2578,-0.10537397296228501,-0.1053464633640877,-0.10531566392309133,-0.10531682615450155,-0.10540184013980103
4773,-0.10390610502610842,-0.10570484681048542,-0.1065443963652889,-0.10442228095248562,-0.10456577944378997
2695,-0.10412072642180736,-0.1005220612594625,-0.10825542337791794,-0.10860639521545179,-0.10106239642306047
4440,-0.10796603004151117,-0.10374215737082393,-0.10399069216291168,-0.10693172323212463,-0.10556777456485356
722,-0.10533284394989739,-0.10546438945012426,-0.10534082653643684,-0.10520771558492892,-0.10543427082869805
340,-0.10526961570911986,-0.10535010041553361,-0.10540760474178035,-0.10525190931764938,-0.10526701371551506
3294,-0.10526839597498827,-0.10538299301045095,-0.1053966091856271,-0.10521675515186546,-0.10536844670128442
1954,-0.1049059872402911,-0.1038659789265225,-0.10657580920502618,-0.10615433610642899,-0.10346430419882535
4496,-0.09109784191807879,-0.11496098889622419,-0.11240406813379689,-0.09491517988188525,-0.10534506064342297
595,-0.10661009399630295,-0.09782900924922067,-0.10792026673622979,-0.11084247183424756,-0.09942859615782484
1243,-0.0939626946452281,-0.10153590118149058,-0.11774013524834737,-0.10236755317370239,-0.0958606833158725
3880,-0.10678152030133659,-0.10108864323974187,-0.10623194305270811,-0.10994203774516642,-0.10190102066640494
1595,-0.10418804369004253,-0.10531413909182707,-0.10664844602667278,-0.10441658574540169,-0.10444302908037262
3311,-0.10524842408372692,-0.10537785977684766,-0.10540664395576249,-0.10528460633275438,-0.10526609427110534
3496,-0.10048547878865144,-0.10819354390799751,-0.10745392330667547,-0.10290754217324494,-0.10569577526665119
1665,-0.16777640073050648,-0.06676574560182602,-0.06793512243338196,-0.16092449229099992,-0.11255542360165371
3715,-0.10518432813742329,-0.10505484530164078,-0.10559462594471669,-0.10550682537547695,-0.1050451583156855
4839,-0.10594669765660913,-0.1070252691208613,-0.10410722800318073,-0.10462237604199465,-0.10648619986279784
648,-0.09944192870520496,-0.1133867709209383,-0.10898975291538626,-0.09352399543835754,-0.10726731629468178
4283,-0.112171567526416,-0.08716810861520985,-0.1066241434091868,-0.12935066346251478,-0.08880565590686784
4841,-0.10585793915203001,-0.10288941427090526,-0.10594669765660913,-0.1070252691208613,-0.10410722800318073
3989,-0.10532022526551899,-0.1054094024372052,-0.10530877266671268,-0.10530413671294359,-0.10539721431986482
4129,-0.10439589212839762,-0.11218491909127848,-0.10469047583154067,-0.09846568291921032,-0.10824883487185522
4456,-0.09069379172038738,-0.10229401207715738,-0.11660849067918078,-0.10323619131034945,-0.09887059613865201
3236,-0.10501506954454387,-0.09832981147752107,-0.10919972360642682,-0.11173333458142398,-0.09743371598070893
2654,-0.11156452344404877,-0.08650026560104851,-0.10892472760917982,-0.11882402490009714,-0.09649490642120273
1761,-0.10654483913543522,-0.10526077771884845,-0.10351626680971326,-0.10651804612639226,-0.10744988967374769
402,-0.10514852715045919,-0.10529808528792373,-0.1055182295551399,-0.1052856054975686,-0.10526573726128474
3240,-0.10779147235566344,-0.10194848557824199,-0.10348411312681172,-0.11092275570531429,-0.10501506954454387
2769,-0.13798896703548258,-0.09091371331702047,-0.07426070725342315,-0.13954649360828308,-0.12440474165522741
4042,-0.10543756612033306,-0.1052333345722195,-0.10532066938435036,-0.10542686741338014,-0.10535392691534096
3362,-0.10419342078788818,-0.10365981314006378,-0.10719095414382984,-0.10601285691885931,-0.10344712958995028
2245,-0.10492642460450241,-0.10546065226390577,-0.10558454738033085,-0.10521124706961915,-0.10526887047616651
1735,-0.09427229810600568,-0.09509230084507192,-0.12076269646926652,-0.10996954814219562,-0.08753356283162772
4336,-0.10505560142562631,-0.10561259390820954,-0.10548553352228607,-0.10491089530685216,-0.10540278835364647
3261,-0.10517149086518729,-0.1054167603766355,-0.10543602051695133,-0.10517263507774544,-0.10530715330922191
4588,-0.10582904637869839,-0.10625280343416954,-0.10454340192401945,-0.10465681250104286,-0.10687284105296191
1262,-0.10863891985216201,-0.1037778234657395,-0.10181088963775653,-0.1082362882041843,-0.10930227520674951
3084,-0.10058898564407226,-0.09963031908500142,-0.11299595193376599,-0.10799438223946911,-0.09816341418984431
147,-0.10612269193889634,-0.10503571527694111,-0.10453195083247757,-0.10640549452198644,-0.10597357486648384
1024,-0.10556651980612763,-0.10912043427337215,-0.10720238618733602,-0.10656525465818967,-0.10395834733541465
4855,-0.10560131196521083,-0.10145932117437062,-0.1065168456057215,-0.10915319099177445,-0.10240830933641953
3710,-0.10535340883301114,-0.10554209726505637,-0.10524251644980576,-0.10520700788426918,-0.10551453759121254
320,-0.10511753102796295,-0.10485647146448807,-0.10577223261716007,-0.10557581237943392,-0.10479414502611428
351,-0.10514691559272749,-0.10541813527230881,-0.10546022962288237,-0.10522919727535018,-0.1052480915372126
2147,-0.10583270707761827,-0.1053260434632487,-0.1047789938634689,-0.10578332616877895,-0.10577688907940619
1658,-0.15664885657880878,-0.05946865238382937,-0.06447503527894338,-0.16990290574415667,-0.12451436210077804
2814,-0.0995042267316899,-0.14326922748126458,-0.09165608322321028,-0.06778891864618108,-0.14287710352177474
1564,-0.10523173701110433,-0.10534109466546493,-0.10546403518557557,-0.10532644507275002,-0.10530675581162385
2791,-0.0556365380867998,-0.1378886994894979,-0.1367948931079478,-0.04950254542071819,-0.1036582557969764
3958,-0.10516301496554448,-0.10541677681468087,-0.10548893283018201,-0.10515943327985933,-0.10533577030002561
2447,-0.040476837370816754,-0.13609484020221485,-0.1532453824765838,-0.0497711618953659,-0.08679350342577874
3685,-0.10541868192333592,-0.10544927077694466,-0.10520699712925885,-0.10527259557125024,-0.10547897380775295
743,-0.10536159110669707,-0.10525795956581763,-0.10536243571579595,-0.10544196573471054,-0.10522947634208646
3979,-0.10524145535785445,-0.10549011119964202,-0.10535995259258402,-0.10518688544376176,-0.1053525866945676
2865,-0.10536756759669574,-0.10537276367193671,-0.10525875147069452,-0.10534695101543057,-0.10535430292014536
655,-0.10264567692238458,-0.10752850216456267,-0.10691662880170283,-0.10136292776101474,-0.10556103117253912
1554,-0.10555799781443742,-0.10519245888086004,-0.10516277667108731,-0.10552458756738947,-0.10555043274866371
1297,-0.10972575006118412,-0.10215415631350278,-0.10189310236398297,-0.1100570768036856,-0.10605246504828103
2780,-0.11700706791991267,-0.1407520427063379,-0.07794767308661565,-0.08628050739483994,-0.13815982903349155
488,-0.10492389584999462,-0.10163079413934051,-0.10723450340388463,-0.10748191235106219,-0.1021126980748227
1606,-0.10695346355914948,-0.10413110852807683,-0.10472971482447413,-0.10685152092181094,-0.10502042242434262
1499,-0.10542385148634748,-0.10540510951929027,-0.10519964517934433,-0.10530771770193237,-0.10546428674717545
3427,-0.11280353721886072,-0.09740343105462257,-0.10106559678166038,-0.11489851234430948,-0.10493395440823472
339,-0.10535010041553361,-0.10540760474178035,-0.10525190931764938,-0.10526701371551506,-0.10542307090811553
1615,-0.10051075568903867,-0.10522699990039674,-0.10964221681770614,-0.10352459599983233,-0.1026133919669373
1036,-0.10523558390673571,-0.10578379021282802,-0.10539091993605099,-0.10518371574531149,-0.10480791787645205
3695,-0.10535130281721583,-0.10521401815243259,-0.10533976278989587,-0.10548354098861412,-0.10528687955921834
3016,-0.10501707560683382,-0.1071293254579413,-0.1049864352895511,-0.10346521374198259,-0.10658930707831704
4002,-0.10535532648479362,-0.10533221617335631,-0.10536287896697161,-0.10532116332481734,-0.10536552047288861
1207,-0.10604571418331499,-0.10339188197802118,-0.10561550324986191,-0.10665909388724237,-0.1042115719035045
3176,-0.30070461541734805,0.04118944338631714,0.005937271423679169,-0.28921003903714637,-0.12184126416582719
699,-0.10465972630920317,-0.10482186999951126,-0.10616254114529278,-0.10546803105475555,-0.10454222340995278
1949,-0.10521752702489318,-0.10762582564323875,-0.10464972571328901,-0.10278296732280323,-0.10724875075289564
3637,-0.10526773526621036,-0.10532518614069042,-0.10542166848446444,-0.10534082909290399,-0.10522702299592845
3780,-0.07572305553722392,-0.10564347013306796,-0.1250911142002834,-0.09628428232960551,-0.09414068178329404
137,-0.10775803888445723,-0.10493798217893724,-0.10184073131438498,-0.1081809505329514,-0.1086581523388136
4494,-0.11240406813379689,-0.09491517988188525,-0.10534506064342297,-0.1129122149205809,-0.10220837044642161
1316,-0.10546242235097358,-0.10432314218713523,-0.10588497682649411,-0.10577802977630302,-0.10464506370862747
1927,-0.11083864494676654,-0.10446651345649416,-0.10111412397962471,-0.10801248149729792,-0.10780421216078839
3015,-0.1071293254579413,-0.1049864352895511,-0.10346521374198259,-0.10658930707831704,-0.10684073557147733
1731,-0.08753356283162772,-0.10756949026879514,-0.12301704779456035,-0.09583871828843837,-0.09041086900773232
405,-0.105049505572269,-0.10552728852585569,-0.10546324451632627,-0.10514852715045919,-0.10529808528792373
886,-0.1020712166557618,-0.11396167607662266,-0.10452957357843684,-0.09688003137448975,-0.1103876141344019
2448,-0.11075651520664642,-0.040476837370816754,-0.13609484020221485,-0.1532453824765838,-0.0497711618953659
3333,-0.10532435504895798,-0.10545645536015535,-0.10527735501451863,-0.10527563195926382,-0.10537544199944415
1157,-0.105744527430227,-0.10555248516918736,-0.10485489459263919,-0.1053982289408949,-0.10570107930668038
2767,-0.07426070725342315,-0.13954649360828308,-0.12440474165522741,-0.05620016503149705,-0.11177022270165493
3296,-0.10542184272079846,-0.10532934610724765,-0.10526839597498827,-0.10538299301045095,-0.1053966091856271
3379,-0.10452810780232058,-0.1046892200391828,-0.106655979393395,-0.10541286475485168,-0.10370167952015796
3795,-0.1923105064283891,0.004497561067503764,-0.07275484082830974,-0.22057307030518236,-0.0826991018708515
807,-0.1053621634736942,-0.10583692288564173,-0.10507327519451415,-0.10505046174909771,-0.10567520904214078
2052,-0.13250804333173838,-0.08226733978535983,-0.08927594542674655,-0.1358902256608412,-0.10639111735261009
4645,-0.10520033375200422,-0.10925715419408821,-0.10318620210142992,-0.10137742406602135,-0.11026544838013819
4072,-0.10523236164463057,-0.10533360477110609,-0.10546012147980288,-0.10529932954317267,-0.1052376444853016
3662,-0.10538406362452057,-0.10526257851712828,-0.10532950934061058,-0.1054081636388764,-0.10537669501920333
4667,-0.10527101272504857,-0.10507553405233006,-0.10545296954409233,-0.10572528743967691,-0.10514243947246504
1433,-0.07609453157084678,-0.1822305251254377,-0.09985646937310388,-0.01614345834115727,-0.16024987853291828
1721,-0.09958410611731094,-0.09632990697676391,-0.11462344706720606,-0.10860959647777091,-0.09525397237343769
4784,-0.10472409144552763,-0.10424321849414608,-0.10653893451332863,-0.10587070452989866,-0.10389408126508715
4521,-0.10517204735072916,-0.1018974719514304,-0.10757908210609468,-0.10701899145579896,-0.10108996843507667
1916,-0.10470255717592125,-0.10512754974459315,-0.10709585386772824,-0.10399183970126225,-0.10342878052377169
2104,-0.09652065750425698,-0.078832631850133,-0.12574742083406398,-0.11989859714954332,-0.0804737394161188
4527,-0.10113737354988162,-0.10608202642066844,-0.1088818819697116,-0.10271488583812127,-0.10349895367186623
4079,-0.10506591584713643,-0.10549411015654775,-0.10551686989970077,-0.10520793134472461,-0.1052580644289195
2961,-0.10540747530829087,-0.1053665467466186,-0.10522324536207239,-0.1054001772799531,-0.10540122401666085
1829,-0.10534494557243257,-0.10545205498421284,-0.10526589879373505,-0.10527652345553973,-0.10543288525041972
3026,-0.10613323235450856,-0.10550254033824547,-0.10445287118233637,-0.10540650075717961,-0.10631388487609239
142,-0.10401507858009895,-0.10538274746685716,-0.10648296923176404,-0.10406575819828245,-0.10467596369451604
4022,-0.10531412855858013,-0.10534336356654161,-0.10541258837734246,-0.10529500132942626,-0.10530569191802941
